campaign_type,roi
Email,5.28
Social Media,6.56
Email,7.74
Display,7.49
Display,3.85
Display,4.79
Display,2.58
Display,6.77
Email,4.81
Email,2.69
Social Media,4.56
Social Media,7.43
Email,7.71
Influencer,5.19
Social Media,4.61
Display,2.40
Email,3.18
Social Media,5.63
Email,4.67
Influencer,6.46
Influencer,6.25
Display,6.25
Influencer,6.61
Influencer,3.02
Email,6.51
Email,2.72
Display,7.93
Search,7.91
Social Media,4.84
Display,3.29
Email,2.00
Influencer,6.51
Display,2.58
Social Media,6.18
Social Media,7.22
Email,3.00
Social Media,7.26
Search,7.20
Search,4.34
Display,6.67
Social Media,6.80
Social Media,4.22
Search,7.83
Influencer,4.08
Social Media,3.83
Search,4.93
Display,2.71
Social Media,3.88
Email,2.10
Search,4.37
Influencer,5.16
Search,4.85
Social Media,4.62
Influencer,4.22
Display,4.84
Display,5.98
Search,4.69
Display,7.66
Search,5.99
Email,5.23
Email,7.11
Influencer,3.36
Influencer,2.75
Email,6.61
Email,6.92
Influencer,3.21
Search,6.09
Display,5.17
Display,7.91
Influencer,4.96
Social Media,4.53
Influencer,4.39
Search,6.11
Search,5.24
Email,4.63
Search,3.94
Social Media,2.02
Search,6.48
Search,5.71
Influencer,7.80
Search,5.69
Social Media,7.14
Influencer,4.53
Influencer,6.22
Influencer,7.69
Influencer,7.22
Email,7.17
Influencer,5.69
Display,3.63
Social Media,4.95
Social Media,6.56
Social Media,7.94
Influencer,5.58
Social Media,5.04
Influencer,2.28
Influencer,3.75
Social Media,6.64
Display,3.90
Influencer,7.19
Search,6.03
Display,4.43
Email,6.73
Email,7.80
Email,4.95
Social Media,7.63
Display,2.79
Display,4.42
Email,5.37
Search,5.39
Influencer,5.36
Display,2.09
Search,3.43
Influencer,7.46
Search,5.62
Display,2.37
Influencer,4.55
Display,5.18
Social Media,2.78
Search,5.63
Search,6.02
Influencer,3.14
Display,6.50
Influencer,6.52
Display,4.67
Display,2.61
Search,3.01
Email,7.00
Display,7.12
Display,4.20
Email,6.42
Email,3.72
Influencer,3.73
Email,4.43
Social Media,7.47
Search,7.16
Search,6.47
Influencer,2.24
Social Media,4.20
Social Media,5.79
Email,3.17
Email,6.39
Social Media,5.55
Display,6.65
Influencer,7.67
Email,2.37
Search,6.90
Display,7.66
Influencer,7.20
Search,7.29
Influencer,5.98
Search,6.86
Email,6.33
Display,2.24
Search,3.87
Email,4.92
Display,3.82
Search,2.03
Social Media,7.69
Social Media,6.15
Social Media,5.21
Social Media,2.10
Display,5.66
Email,3.01
Email,2.80
Social Media,2.30
Influencer,3.72
Social Media,7.39
Email,7.98
Email,4.60
Social Media,6.29
Display,7.64
Influencer,4.78
Social Media,4.54
Influencer,4.12
Search,3.82
Influencer,5.94
Influencer,7.51
Influencer,7.81
Search,2.38
Search,4.51
Email,6.52
Search,6.08
Display,6.47
Email,3.36
Display,7.42
Influencer,6.70
Influencer,5.42
Influencer,2.30
Influencer,6.16
Influencer,5.41
Search,3.70
Display,6.54
Display,2.80
Influencer,3.92
Search,6.78
Search,7.95
Influencer,5.60
Influencer,2.81
Social Media,4.08
Influencer,2.78
Email,6.85
Email,4.39
Influencer,6.25
Social Media,6.82
Influencer,7.24
Search,4.07
Search,5.83
Display,7.45
Influencer,6.68
Influencer,7.97
Influencer,7.21
Influencer,5.48
Search,7.10
Influencer,3.77
Search,6.63
Display,6.21
Social Media,5.17
Email,6.64
Search,3.13
Social Media,5.13
Influencer,5.11
Influencer,5.53
Email,7.92
Display,2.46
Email,5.48
Search,5.70
Social Media,6.72
Search,5.03
Influencer,3.48
Display,6.93
Influencer,6.95
Display,5.87
Search,6.23
Display,3.79
Email,7.38
Email,3.08
Social Media,2.73
Influencer,3.96
Display,7.75
Display,3.85
Influencer,4.58
Email,4.59
Search,3.80
Search,6.96
Email,4.93
Search,6.46
Social Media,5.30
Email,2.48
Influencer,4.49
Influencer,7.19
Influencer,4.11
Display,3.68
Social Media,2.24
Email,5.07
Social Media,2.96
Email,2.68
Influencer,7.64
Influencer,7.33
Display,2.27
Search,3.41
Social Media,3.19
Social Media,5.56
Social Media,5.01
Display,7.73
Social Media,3.50
Email,6.27
Display,7.46
Social Media,5.03
Search,4.26
Social Media,7.04
Display,4.87
Social Media,4.58
Email,2.43
Influencer,4.51
Display,7.23
Display,4.86
Influencer,5.90
Email,5.86
Social Media,3.55
Influencer,3.49
Social Media,6.26
Influencer,5.22
Influencer,7.89
Influencer,7.74
Influencer,7.94
Search,4.94
Search,7.62
Social Media,4.73
Display,3.63
Search,5.03
Display,3.17
Social Media,6.24
Influencer,2.34
Search,5.15
Email,6.97
Search,5.50
Social Media,7.81
Display,5.14
Display,2.23
Influencer,4.96
Search,4.43
Email,4.02
Influencer,6.32
Email,2.22
Social Media,3.79
Influencer,5.41
Influencer,5.52
Search,4.17
Influencer,5.21
Influencer,7.82
Search,7.24
Display,4.68
Search,7.91
Social Media,4.24
Search,7.07
Display,2.03
Display,7.81
Influencer,2.82
Social Media,6.02
Display,2.27
Display,6.72
Social Media,7.20
Search,2.41
Display,7.32
Email,2.87
Email,7.75
Display,2.63
Display,4.83
Email,3.25
Search,2.12
Social Media,2.95
Display,2.54
Influencer,5.88
Social Media,4.36
Influencer,2.81
Influencer,5.16
Influencer,6.14
Social Media,5.16
Display,6.07
Display,6.91
Search,5.56
Display,4.62
Influencer,5.15
Search,7.73
Social Media,2.80
Influencer,2.81
Display,2.39
Display,3.94
Influencer,6.12
Influencer,3.36
Email,3.73
Email,5.42
Email,4.14
Social Media,7.32
Influencer,2.69
Social Media,2.56
Social Media,7.35
Social Media,7.79
Search,2.40
Influencer,7.61
Display,3.25
Influencer,5.99
Display,6.82
Influencer,2.46
Display,6.59
Social Media,3.61
Display,7.15
Social Media,3.59
Social Media,3.92
Email,6.70
Search,5.69
Display,7.02
Display,6.30
Influencer,6.85
Search,4.90
Display,6.26
Email,5.33
Influencer,4.70
Search,3.04
Email,6.97
Influencer,5.80
Social Media,3.37
Search,6.85
Search,6.18
Influencer,6.09
Display,5.48
Email,6.15
Search,3.42
Search,4.63
Search,7.67
Display,7.34
Email,2.83
Social Media,6.43
Search,6.86
Social Media,4.28
Search,7.27
Display,3.02
Display,4.15
Email,4.28
Display,4.24
Email,5.05
Email,6.69
Display,3.44
Search,2.14
Social Media,2.64
Display,6.12
Social Media,5.77
Email,6.27
Display,5.36
Email,5.95
Influencer,7.86
Social Media,3.02
Display,6.17
Display,6.54
Display,3.28
Social Media,7.23
Social Media,4.87
Display,3.01
Display,7.72
Social Media,3.37
Display,4.28
Search,4.29
Search,2.80
Influencer,2.93
Influencer,2.61
Social Media,4.04
Display,5.30
Social Media,7.52
Search,6.29
Search,2.82
Influencer,5.10
Influencer,3.08
Influencer,3.33
Search,7.40
Social Media,2.78
Display,4.12
Influencer,5.18
Display,6.00
Influencer,7.97
Influencer,4.39
Display,5.51
Influencer,7.16
Email,7.95
Social Media,5.55
Search,5.74
Influencer,4.74
Display,3.31
Display,5.60
Search,2.07
Influencer,4.48
Display,3.04
Search,7.28
Display,6.87
Email,2.38
Email,3.57
Email,4.31
Social Media,2.30
Influencer,5.49
Influencer,2.66
Search,3.49
Display,4.68
Search,3.26
Display,3.40
Email,2.25
Display,5.82
Search,7.02
Search,2.38
Search,3.50
Email,6.80
Influencer,6.92
Display,6.66
Social Media,7.93
Email,2.48
Email,3.61
Display,7.41
Influencer,4.48
Influencer,5.43
Email,2.35
Search,6.12
Email,4.72
Search,4.16
Influencer,5.47
Email,2.00
Display,2.75
Influencer,5.40
Display,6.32
Display,3.99
Influencer,7.43
Email,3.84
Social Media,6.72
Email,4.25
Display,4.11
Display,2.83
Influencer,4.10
Social Media,4.30
Social Media,7.51
Influencer,2.41
Email,7.48
Email,3.65
Email,2.40
Social Media,6.70
Display,6.82
Influencer,5.74
Display,2.09
Display,3.34
Search,5.14
Social Media,2.33
Influencer,7.64
Email,7.72
Email,2.15
Influencer,2.32
Email,6.40
Social Media,5.85
Social Media,7.64
Email,3.76
Social Media,4.17
Email,4.88
Influencer,7.16
Search,2.62
Influencer,2.59
Influencer,6.43
Social Media,2.90
Search,3.09
Display,4.15
Search,4.34
Email,5.80
Influencer,4.94
Social Media,2.10
Social Media,2.48
Search,4.33
Influencer,4.74
Search,4.11
Influencer,7.22
Display,3.57
Display,6.08
Display,4.20
Influencer,5.96
Social Media,2.02
Email,5.04
Email,4.23
Display,4.66
Email,3.61
Display,7.19
Social Media,4.42
Display,6.37
Influencer,5.47
Influencer,4.09
Influencer,4.63
Display,2.32
Social Media,7.63
Search,7.87
Social Media,4.46
Search,3.45
Influencer,2.37
Social Media,7.19
Social Media,6.20
Email,4.88
Influencer,6.40
Search,4.13
Search,2.47
Display,4.84
Social Media,3.84
Display,4.17
Email,5.38
Influencer,6.43
Display,7.58
Display,7.50
Search,5.36
Search,3.97
Search,6.88
Email,6.88
Search,5.18
Email,7.00
Email,2.20
Influencer,2.32
Display,7.38
Social Media,7.20
Influencer,5.23
Email,3.73
Social Media,6.98
Email,4.29
Display,7.31
Influencer,6.79
Social Media,6.97
Display,2.83
Influencer,3.52
Influencer,6.80
Display,6.00
Email,5.23
Display,2.80
Social Media,7.21
Email,2.09
Search,3.09
Influencer,4.79
Email,3.10
Display,4.29
Influencer,6.42
Email,7.37
Display,5.96
Email,5.39
Search,5.77
Social Media,5.24
Email,2.70
Search,6.02
Search,2.99
Social Media,6.89
Email,7.16
Social Media,7.59
Search,3.47
Email,4.61
Email,4.51
Search,4.79
Search,5.25
Social Media,5.38
Social Media,4.28
Social Media,5.59
Search,3.77
Search,6.93
Email,6.57
Display,6.94
Social Media,5.19
Search,6.06
Email,4.68
Search,5.47
Display,6.92
Search,4.64
Search,3.61
Search,6.25
Social Media,2.64
Display,6.88
Email,5.74
Email,2.56
Influencer,5.63
Email,3.24
Email,5.39
Influencer,7.69
Social Media,2.46
Email,3.28
Display,7.45
Display,2.44
Search,6.32
Influencer,4.52
Influencer,3.44
Display,5.30
Search,4.67
Email,7.23
Display,3.76
Influencer,5.07
Social Media,5.51
Search,2.56
Social Media,5.54
Influencer,4.83
Email,6.84
Search,5.78
Search,3.03
Display,7.76
Display,5.50
Social Media,5.99
Social Media,7.92
Display,7.12
Social Media,4.83
Influencer,7.71
Search,3.41
Search,3.77
Email,6.82
Display,3.86
Email,4.34
Influencer,3.18
Social Media,6.45
Social Media,3.47
Email,3.76
Email,7.36
Display,3.54
Influencer,2.97
Display,2.16
Email,6.17
Social Media,2.95
Influencer,5.20
Display,6.86
Influencer,4.94
Email,7.87
Search,3.08
Influencer,2.88
Social Media,6.38
Search,2.55
Social Media,5.61
Influencer,6.92
Influencer,7.76
Search,4.18
Email,7.56
Email,5.54
Display,2.62
Influencer,6.54
Email,4.00
Social Media,7.17
Social Media,7.67
Email,2.46
Display,5.38
Display,2.56
Search,7.48
Email,4.06
Display,6.33
Display,3.13
Social Media,7.52
Influencer,6.93
Social Media,5.39
Social Media,2.26
Influencer,5.19
Search,5.16
Display,3.80
Display,3.70
Social Media,4.95
Display,4.13
Search,7.67
Email,4.95
Influencer,7.00
Social Media,3.42
Social Media,6.99
Search,7.23
Social Media,5.48
Email,2.41
Influencer,2.30
Influencer,2.66
Influencer,6.44
Influencer,5.31
Email,6.41
Influencer,3.72
Influencer,7.59
Search,3.89
Influencer,7.89
Display,2.37
Social Media,5.57
Email,2.98
Social Media,4.81
Influencer,6.80
Search,4.25
Search,4.36
Display,2.22
Email,7.17
Search,6.62
Display,7.27
Influencer,6.06
Search,2.47
Search,4.13
Display,2.18
Search,2.44
Display,5.91
Social Media,6.05
Search,4.55
Social Media,3.65
Display,2.75
Search,2.66
Email,4.43
Search,6.42
Social Media,7.78
Social Media,3.66
Social Media,4.98
Social Media,7.46
Search,6.81
Search,5.05
Search,4.85
Influencer,5.95
Influencer,3.28
Email,4.12
Social Media,6.27
Display,6.59
Social Media,3.86
Email,5.26
Social Media,5.75
Influencer,6.89
Search,4.51
Display,6.90
Email,2.78
Influencer,4.92
Display,7.75
Email,5.41
Influencer,6.93
Influencer,7.93
Display,5.94
Search,7.59
Influencer,7.40
Email,2.36
Search,4.10
Email,2.31
Email,2.59
Email,6.62
Influencer,4.14
Search,6.28
Email,5.11
Influencer,2.31
Display,5.71
Search,5.92
Social Media,7.62
Display,4.32
Search,4.76
Search,5.11
Email,6.22
Display,3.14
Display,2.81
Search,5.27
Search,6.50
Email,6.91
Social Media,6.85
Influencer,4.53
Email,2.97
Social Media,4.17
Influencer,2.58
Search,2.67
Search,5.99
Search,7.39
Social Media,3.80
Influencer,6.70
Email,7.24
Search,4.63
Display,4.59
Search,6.14
Influencer,6.22
Social Media,7.04
Search,5.24
Email,5.34
Email,2.58
Display,2.47
Email,5.43
Search,2.48
Email,6.70
Email,3.08
Influencer,7.36
Influencer,7.61
Search,4.65
Social Media,5.41
Display,6.10
Social Media,2.84
Search,2.07
Email,4.99
Influencer,2.65
Display,7.93
Display,6.96
Search,2.15
Display,2.27
Search,6.69
Search,2.92
Search,2.96
Email,3.32
Social Media,5.80
Influencer,7.44
Email,7.03
Search,2.25
Display,3.39
Influencer,7.33
Email,7.08
Social Media,3.81
Social Media,4.57
Email,3.49
Social Media,2.62
Display,2.85
Display,3.64
Search,7.96
Display,5.59
Social Media,7.28
Display,7.78
Search,2.50
Display,2.10
Social Media,7.12
Email,4.49
Search,2.90
Social Media,4.57
Social Media,6.01
Display,6.60
Influencer,2.87
Influencer,4.96
Search,2.84
Display,7.48
Influencer,3.44
Social Media,7.54
Social Media,6.36
Search,2.01
Email,7.68
Display,2.81
Influencer,6.75
Social Media,5.61
Search,2.19
Display,2.25
Search,5.72
Display,6.80
Social Media,3.29
Social Media,7.86
Email,2.21
Search,5.95
Search,4.59
Influencer,5.86
Search,6.29
Influencer,3.57
Influencer,3.73
Social Media,4.49
Search,2.03
Search,2.04
Email,2.99
Email,4.61
Email,7.39
Email,5.47
Email,3.84
Email,6.98
Social Media,2.47
Influencer,7.81
Email,6.78
Email,3.26
Search,7.36
Social Media,4.61
Social Media,5.68
Search,6.68
Search,6.69
Search,3.34
Influencer,3.06
Influencer,7.77
Social Media,7.53
Search,6.75
Social Media,6.33
Influencer,6.44
Display,4.25
Email,3.54
Display,7.75
Search,7.99
Influencer,3.11
Influencer,7.78
Display,5.49
Email,5.09
Social Media,5.86
Social Media,5.95
Email,5.88
Search,2.55
Display,4.99
Influencer,6.23
Display,7.55
Search,2.32
Influencer,2.16
Display,2.88
Influencer,7.34
Influencer,2.83
Influencer,7.06
Social Media,7.23
Display,3.60
Email,3.08
Display,4.74
Influencer,7.54
Display,5.99
Display,6.77
Email,3.87
Email,3.46
Email,6.30
Search,2.06
Display,4.96
Social Media,2.51
Search,5.42
Email,7.64
Social Media,6.62
Influencer,2.77
Social Media,2.79
Email,6.61
Email,5.68
Social Media,6.86
Display,5.61
Search,7.32
Search,6.12
Display,7.23
Display,7.82
Search,6.86
Display,4.17
Influencer,3.79
Influencer,7.87
Email,4.80
Display,6.51
Social Media,3.72
Social Media,3.34
Influencer,5.61
Email,4.56
Social Media,4.63
Email,4.44
Display,2.04
Email,3.12
Search,7.71
Search,2.53
Social Media,7.06
Display,7.53
Influencer,7.05
Social Media,6.98
Social Media,6.55
Social Media,6.58
Display,5.10
Display,4.00
Display,3.29
Influencer,6.54
Social Media,4.41
Influencer,5.26
Social Media,3.03
Search,3.15
Search,7.55
Search,6.32
Email,2.99
Email,2.38
Social Media,6.64
Influencer,5.71
Influencer,2.13
Social Media,4.84
Social Media,4.79
Influencer,3.57
Email,6.42
Display,4.45
Display,5.15
Display,5.53
Email,2.13
Influencer,6.83
Email,7.73
Influencer,7.41
Social Media,5.41
Display,2.33
Search,5.94
Social Media,4.46
Influencer,6.87
Display,7.56
Search,3.77
Search,5.80
Display,3.64
Influencer,7.24
Display,3.02
Email,2.21
Social Media,2.36
Email,4.85
Email,7.78
Influencer,6.06
Search,5.19
Influencer,5.68
Email,6.91
Social Media,7.92
Display,2.31
Influencer,7.67
Display,5.15
Influencer,4.05
Display,7.49
Social Media,7.10
Email,4.48
Search,5.67
Display,5.92
Social Media,4.18
Influencer,6.07
Search,7.48
Influencer,5.53
Social Media,3.72
Email,5.48
Social Media,2.76
Search,2.89
Search,6.71
Influencer,2.19
Social Media,7.86
Influencer,3.70
Search,4.96
Email,3.70
Social Media,6.64
Social Media,2.94
Display,7.15
Display,4.50
Social Media,7.02
Influencer,3.71
Display,3.91
Influencer,5.34
Email,2.46
Influencer,3.39
Email,6.91
Email,3.18
Influencer,6.19
Display,6.55
Social Media,3.48
Influencer,6.59
Social Media,3.61
Email,5.56
Display,6.69
Search,5.21
Search,3.35
Email,7.24
Display,4.82
Display,5.36
Search,5.27
Influencer,7.27
Influencer,2.79
Display,6.49
Social Media,2.35
Search,6.69
Social Media,3.43
Search,6.78
Influencer,5.69
Influencer,6.78
Influencer,3.48
Influencer,5.44
Email,2.55
Search,7.45
Display,3.19
Search,4.31
Email,6.06
Search,2.27
Display,5.65
Influencer,3.47
Social Media,5.46
Influencer,2.46
Email,4.22
Display,3.86
Display,5.43
Influencer,3.15
Display,3.22
Search,5.68
Display,3.04
Display,5.31
Search,5.36
Display,3.12
Social Media,4.18
Social Media,2.83
Display,7.00
Social Media,2.72
Social Media,5.22
Influencer,2.27
Influencer,6.40
Social Media,7.05
Search,5.15
Social Media,6.82
Search,2.96
Influencer,2.14
Display,6.24
Social Media,2.52
Influencer,5.05
Search,4.41
Display,5.30
Influencer,7.47
Social Media,5.96
Search,5.16
Influencer,2.53
Influencer,6.73
Email,7.89
Email,6.38
Social Media,7.32
Social Media,6.98
Influencer,5.90
Display,3.37
Influencer,5.87
Influencer,6.30
Search,4.61
Social Media,3.56
Social Media,6.52
Display,7.26
Search,6.49
Search,7.12
Email,3.49
Social Media,3.81
Influencer,4.42
Influencer,6.72
Influencer,4.91
Email,5.39
Social Media,4.16
Search,7.63
Search,4.73
Email,6.60
Search,5.11
Influencer,4.94
Social Media,2.51
Influencer,3.08
Search,2.89
Search,6.10
Social Media,2.76
Search,3.47
Search,5.06
Display,3.02
Display,5.90
Influencer,4.10
Influencer,3.33
Display,6.41
Influencer,3.32
Influencer,3.61
Search,3.54
Email,2.36
Search,5.12
Social Media,3.41
Display,7.26
Social Media,2.79
Search,4.00
Social Media,5.50
Display,4.93
Social Media,3.09
Influencer,6.78
Influencer,7.13
Display,7.51
Influencer,6.28
Email,7.03
Display,2.52
Email,4.80
Influencer,2.40
Search,2.98
Search,3.70
Influencer,2.26
Email,2.35
Email,6.95
Display,5.82
Social Media,2.50
Search,4.82
Search,3.98
Social Media,7.42
Search,6.10
Email,5.05
Display,2.98
Search,3.90
Display,4.59
Email,5.23
Display,7.13
Display,4.46
Search,3.59
Influencer,6.98
Display,2.64
Email,2.12
Influencer,3.35
Influencer,5.67
Social Media,5.30
Influencer,4.41
Email,6.00
Social Media,7.69
Search,4.05
Search,5.17
Display,4.03
Influencer,4.34
Search,4.01
Social Media,7.71
Email,6.76
Search,7.29
Social Media,7.28
Search,6.39
Display,5.99
Influencer,6.69
Display,7.91
Email,6.27
Influencer,6.52
Display,2.87
Social Media,3.13
Influencer,6.12
Email,5.11
Display,7.67
Social Media,3.68
Email,5.56
Social Media,5.00
Social Media,5.20
Search,2.91
Email,4.76
Email,3.71
Display,4.15
Social Media,7.02
Email,5.15
Social Media,5.30
Influencer,6.51
Search,7.85
Influencer,2.63
Search,2.42
Email,2.71
Social Media,5.99
Display,2.77
Email,5.42
Email,7.11
Social Media,4.42
Display,5.22
Search,2.70
Search,4.23
Social Media,3.97
Search,7.09
Search,6.50
Influencer,7.41
Search,7.79
Search,7.48
Display,2.07
Email,5.08
Influencer,6.95
Search,6.87
Influencer,6.48
Influencer,7.71
Search,3.00
Display,4.18
Search,7.90
Social Media,4.81
Email,7.83
Social Media,2.78
Search,3.16
Influencer,6.46
Email,2.13
Influencer,2.09
Search,3.05
Display,7.20
Email,2.47
Influencer,2.83
Influencer,7.75
Social Media,6.58
Display,7.24
Search,7.31
Search,7.71
Influencer,2.18
Social Media,7.23
Display,3.39
Influencer,3.54
Influencer,4.44
Display,2.84
Social Media,4.29
Display,7.09
Email,6.91
Email,3.21
Influencer,4.28
Email,2.40
Social Media,7.65
Email,4.67
Email,6.83
Search,3.42
Social Media,2.07
Influencer,5.79
Search,2.76
Email,7.34
Influencer,6.52
Email,5.02
Email,4.32
Search,4.77
Influencer,7.87
Social Media,7.49
Influencer,4.05
Social Media,7.75
Email,6.08
Display,3.97
Search,4.16
Email,2.03
Influencer,4.76
Search,2.94
Email,7.93
Influencer,5.97
Social Media,4.44
Search,5.91
Influencer,5.56
Email,4.46
Display,7.45
Influencer,2.49
Display,4.61
Email,4.39
Display,6.93
Email,6.52
Display,3.50
Display,4.41
Email,5.12
Social Media,3.34
Influencer,4.73
Influencer,5.44
Display,2.42
Email,2.44
Email,4.90
Influencer,4.33
Display,5.13
Display,6.78
Social Media,7.09
Display,3.68
Display,5.69
Social Media,5.01
Display,6.66
Email,6.27
Display,2.41
Social Media,4.43
Email,2.18
Influencer,6.27
Search,3.27
Email,7.19
Social Media,7.41
Display,6.24
Email,3.65
Email,6.01
Search,2.19
Search,4.44
Social Media,4.97
Email,4.72
Email,4.87
Social Media,7.30
Search,5.92
Search,6.84
Email,7.94
Search,2.01
Email,5.63
Search,7.60
Email,3.53
Social Media,7.57
Search,5.86
Influencer,3.85
Search,2.88
Email,7.65
Email,5.01
Influencer,4.75
Email,2.04
Social Media,2.20
Email,7.52
Influencer,3.08
Influencer,5.32
Email,2.93
Email,5.20
Social Media,6.12
Influencer,4.31
Social Media,5.81
Email,6.50
Search,4.21
Social Media,6.00
Influencer,2.47
Influencer,5.12
Display,6.80
Influencer,4.35
Display,3.07
Social Media,2.50
Search,5.26
Social Media,3.81
Influencer,2.91
Display,2.53
Influencer,3.25
Email,2.16
Search,7.86
Influencer,6.82
Search,5.02
Social Media,4.55
Influencer,5.19
Email,4.20
Search,3.25
Display,4.73
Search,7.79
Email,7.64
Social Media,6.50
Search,7.59
Email,4.48
Influencer,4.09
Influencer,6.78
Search,4.18
Display,7.08
Display,3.06
Email,6.47
Search,6.29
Search,3.10
Display,7.63
Social Media,4.60
Social Media,6.82
Social Media,4.46
Search,2.47
Search,3.05
Email,3.27
Email,5.14
Search,5.00
Search,5.72
Display,4.94
Display,3.83
Social Media,5.34
Email,4.27
Email,6.90
Search,5.07
Influencer,5.92
Display,5.22
Search,6.85
Display,6.94
Search,3.76
Social Media,3.12
Display,5.23
Email,5.93
Search,7.82
Search,3.88
Display,6.48
Influencer,2.43
Display,4.07
Search,5.99
Display,5.85
Search,4.14
Social Media,4.23
Search,6.30
Email,7.04
Influencer,3.76
Social Media,6.16
Search,7.63
Influencer,2.06
Influencer,5.64
Social Media,6.21
Email,3.34
Display,6.06
Email,6.09
Email,3.23
Social Media,7.60
Influencer,2.41
Email,7.20
Display,2.51
Social Media,3.97
Display,7.93
Social Media,4.46
Display,5.81
Influencer,2.25
Influencer,3.20
Display,3.91
Search,5.39
Social Media,4.22
Social Media,6.70
Email,4.52
Social Media,4.78
Social Media,5.57
Search,2.87
Search,3.47
Display,4.32
Search,3.33
Influencer,7.37
Display,3.48
Social Media,6.31
Search,4.45
Social Media,5.47
Email,5.01
Display,3.19
Search,4.02
Email,2.66
Influencer,5.08
Influencer,2.36
Social Media,3.27
Social Media,4.83
Search,6.67
Display,3.73
Influencer,6.57
Search,5.86
Email,2.83
Email,3.59
Email,6.06
Email,5.73
Influencer,6.58
Display,7.45
Display,5.19
Search,7.23
Display,6.99
Display,3.01
Social Media,5.43
Email,4.47
Email,7.97
Influencer,7.49
Search,4.10
Search,4.05
Influencer,5.90
Social Media,5.34
Display,6.69
Social Media,3.26
Social Media,6.32
Influencer,7.44
Social Media,4.43
Social Media,3.10
Email,7.27
Email,4.69
Display,4.37
Email,3.48
Influencer,6.32
Search,2.02
Social Media,5.30
Influencer,3.29
Email,4.64
Search,5.27
Email,6.24
Display,6.36
Email,6.69
Search,3.50
Email,3.70
Display,5.09
Display,4.89
Email,7.46
Display,3.96
Search,3.87
Display,4.72
Influencer,2.48
Display,4.30
Display,2.28
Display,3.28
Display,6.11
Search,7.73
Social Media,6.70
Search,6.16
Influencer,7.74
Influencer,7.54
Influencer,5.18
Email,7.80
Display,4.04
Display,5.67
Email,7.11
Email,3.56
Display,7.08
Display,6.47
Email,7.72
Social Media,3.46
Influencer,7.51
Social Media,7.04
Email,4.25
Email,6.12
Email,4.63
Social Media,4.89
Influencer,6.79
Display,2.03
Display,7.05
Influencer,7.68
Influencer,5.50
Social Media,2.15
Search,3.10
Search,2.36
Influencer,7.79
Social Media,4.78
Display,2.86
Influencer,2.13
Search,4.56
Search,6.20
Display,2.36
Social Media,6.17
Display,6.81
Search,7.64
Display,7.00
Email,6.56
Display,6.84
Display,3.62
Search,4.06
Display,3.91
Social Media,6.21
Search,7.99
Email,6.46
Display,4.70
Search,3.67
Display,4.18
Search,7.02
Email,4.31
Influencer,6.37
Influencer,2.05
Email,3.09
Email,2.94
Influencer,5.19
Search,2.13
Social Media,7.12
Email,2.43
Social Media,5.08
Social Media,7.77
Search,5.42
Social Media,7.02
Social Media,6.09
Social Media,3.94
Email,6.05
Search,7.57
Display,5.64
Email,4.14
Email,4.23
Social Media,4.25
Social Media,7.40
Influencer,4.28
Search,3.79
Display,7.95
Social Media,7.63
Influencer,2.56
Social Media,2.68
Influencer,5.96
Social Media,5.78
Display,6.31
Influencer,2.84
Display,6.05
Influencer,4.04
Search,6.34
Influencer,3.13
Search,7.06
Influencer,4.53
Display,2.67
Search,7.47
Influencer,6.43
Search,7.45
Search,6.00
Influencer,2.39
Email,6.06
Influencer,2.44
Social Media,4.00
Email,5.19
Influencer,5.26
Email,5.04
Email,6.39
Search,6.21
Display,6.18
Social Media,2.09
Search,4.93
Search,5.07
Display,6.53
Search,3.17
Social Media,4.74
Search,3.84
Email,6.44
Email,2.67
Search,2.95
Display,6.22
Influencer,5.72
Search,2.74
Social Media,2.36
Social Media,4.27
Search,3.50
Influencer,5.67
Search,6.88
Search,6.68
Search,6.94
Email,3.50
Social Media,5.58
Email,7.82
Email,5.08
Influencer,3.49
Social Media,4.79
Display,7.28
Email,2.49
Influencer,5.23
Email,3.93
Email,6.12
Email,6.87
Display,4.32
Social Media,4.28
Display,3.43
Social Media,4.96
Social Media,5.29
Search,5.22
Search,3.10
Influencer,7.98
Search,4.27
Email,6.98
Social Media,7.60
Social Media,4.66
Search,2.64
Influencer,5.73
Social Media,3.02
Search,7.03
Email,5.24
Search,3.48
Display,5.94
Influencer,6.84
Social Media,7.93
Social Media,5.63
Search,4.18
Social Media,4.27
Influencer,4.21
Email,5.77
Influencer,5.54
Display,5.16
Influencer,2.71
Display,7.17
Search,7.94
Email,5.12
Search,4.94
Search,5.41
Search,5.00
Search,7.62
Influencer,4.81
Search,4.37
Email,2.56
Search,5.24
Influencer,2.55
Search,3.12
Email,2.48
Display,4.68
Social Media,4.18
Search,3.53
Search,5.40
Email,7.54
Search,4.55
Email,6.96
Display,6.81
Influencer,5.69
Social Media,2.05
Email,7.30
Social Media,2.70
Social Media,7.96
Display,7.15
Influencer,6.64
Display,4.93
Email,7.14
Influencer,6.40
Search,4.63
Search,4.12
Social Media,7.08
Social Media,2.39
Social Media,6.12
Display,6.07
Social Media,6.08
Email,5.14
Social Media,2.37
Search,6.10
Social Media,7.17
Social Media,7.00
Influencer,3.93
Email,3.28
Social Media,7.64
Social Media,4.05
Influencer,7.85
Email,4.72
Social Media,5.34
Display,2.85
Search,3.48
Search,5.17
Social Media,4.37
Display,6.18
Social Media,2.01
Display,3.38
